alpha,threshold_in,threshold_out,model,case,regime,start,end,stage,var_omega,cond_scaled,interpretability,degenerate_window,R2_enter,selected_count,hit_rate,false_lag_count,false_lag_rate,miss_rate,no_model,exact_recovery
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,120,145,late,0.5370120702829951,140.23595771921072,interpretable,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,121,146,late,0.5384472796278897,18.68284421938562,interpretable,0,1.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,122,147,late,0.5619102141576282,16.789157075099187,interpretable,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,123,148,late,0.5967378854349702,18.754780059034292,interpretable,0,1.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,124,149,late,0.6093774150153347,30.411019347077353,interpretable,0,1.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,125,150,late,0.5152397894540226,51.93785156360982,interpretable,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,126,151,late,0.43003165769270046,43.26982660516774,interpretable,0,1.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,127,152,late,0.5567920095773933,113.46757586891968,interpretable,0,1.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,128,153,late,0.5565172694968484,76.18650140095829,interpretable,0,1.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,129,154,late,0.5575998550928455,31.692491102802947,interpretable,0,1.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,130,155,late,0.5880570486079131,26.309470782905876,interpretable,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,131,156,late,0.6244880337271675,30.392861893971727,interpretable,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,132,157,late,0.6063590496121105,64.11461877780211,interpretable,0,1.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,133,158,late,0.4674294930575132,71.21937892909179,interpretable,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,134,159,late,0.470190751719986,104.42727644538077,interpretable,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,135,160,late,0.5752152901829133,829.2055803876515,interpretable,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,136,161,late,0.5413139388834393,453.247450010409,interpretable,0,1.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,137,162,late,0.5528506796236635,37.39295918171021,interpretable,0,1.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,138,163,late,0.5854306207910208,39.27241080158253,interpretable,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,139,164,late,0.6276759619382121,44.303667169535814,interpretable,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,140,165,late,0.6240216236662749,43.83800797672685,interpretable,0,1.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,141,166,late,0.48838378346617234,163.4367226874052,interpretable,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,142,167,late,0.43752927194063346,445.35893524543616,interpretable,0,1.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,143,168,late,0.5292124415439047,161.7801031555003,interpretable,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,144,169,late,0.5776397116418023,285.6849944361081,interpretable,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,145,170,late,0.5527082028630799,22.376079933581224,interpretable,0,1.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,146,171,late,0.5832389052252,20.803185869819078,interpretable,0,1.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,147,172,late,0.6194669410949102,22.684369987934875,interpretable,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,148,173,late,0.5912322705831041,25.67608313932175,interpretable,0,1.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,149,174,late,0.44607230917466045,88.59998786200853,interpretable,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,150,175,late,0.469553987417118,79.41927546125035,interpretable,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,151,176,late,0.5692378316717562,189.62154506237673,interpretable,0,1.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,152,177,late,0.5299014763785619,182.15879752986152,interpretable,0,1.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,153,178,late,0.5382620584778839,15.657511602702147,interpretable,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,delay,delay_g_1_25,усиленный цикл,154,179,late,0.565224577991261,15.729862241059642,interpretable,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,0,25,early,0.013600372926815816,48.94465117185936,interpretable,0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,1,26,early,0.005016613624350456,12966.23991535057,interpretable,0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,2,27,early,0.0026132663342249415,209325.68252035207,interpretable,0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,3,28,early,0.0015805280881390322,180101.8481527411,interpretable,0,1.0,4.0,1.0,2.0,0.5,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,4,29,early,0.0007062267395680005,299253.3573409693,interpretable,0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,5,30,early,0.00033526476916264714,5603668.945932682,interpretable,0,1.0,3.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,6,31,early,0.00016764285946828554,86659203.81746665,interpretable,0,0.9999999999999997,2.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,7,32,early,8.96608392687525e-05,286494824.05185723,interpretable,0,0.9999999999999994,2.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,8,33,early,4.28738772811083e-05,683089354.1558645,interpretable,0,0.9999999999999983,4.0,0.0,4.0,1.0,1.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,9,34,early,2.1601480451127103e-05,34688154042.22178,interpretable,0,0.9999999999847516,2.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,10,35,early,1.058898841709394e-05,22504997898.169765,interpretable,0,0.9999999999284291,2.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,11,36,early,5.496401861585162e-06,1339762662812.6597,interpretable,0,0.9999995162521691,8.0,0.5,7.0,0.875,0.5,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,12,37,early,2.662855308816793e-06,720466880959.864,interpretable,0,0.9999995720959961,4.0,0.0,4.0,1.0,1.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,13,38,early,1.3617579146309676e-06,24585721977695.14,interpretable,0,0.999999999873678,6.0,0.5,5.0,0.8333333333333334,0.5,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,14,39,early,6.637270593145494e-07,17854109269573.273,interpretable,0,0.9999999498297174,2.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,15,40,early,3.4196063932102275e-07,10736226536660.938,interpretable,0,0.9999998655959499,2.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,16,41,early,1.6617786758929902e-07,5660160220011.694,interpretable,0,0.9999999991149455,6.0,0.5,5.0,0.8333333333333334,0.5,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,17,42,early,8.529867700651934e-08,9197799626070.184,interpretable,0,0.9999999999999176,6.0,0.0,6.0,1.0,1.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,18,43,early,4.151356414993049e-08,17958684044570.73,interpretable,0,0.999999999926994,6.0,0.0,6.0,1.0,1.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,19,44,early,2.1348520504991412e-08,20579864445712.676,low_dispersion,0,0.9999999999594712,2.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,20,45,early,1.0382245127785467e-08,13869731578851.703,low_dispersion,0,0.999999987281602,6.0,0.0,6.0,1.0,1.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,21,46,early,5.334143478782414e-09,17443647109775.236,low_dispersion,0,0.9999999797026506,6.0,0.5,5.0,0.8333333333333334,0.5,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,22,47,early,2.5950789738786663e-09,10138690702802.223,low_dispersion,1,0.9999999918436969,5.0,0.0,5.0,1.0,1.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,23,48,early,1.3339088725983744e-09,4462565839165.633,low_dispersion,1,0.9999853330438414,2.0,1.0,0.0,0.0,0.0,0.0,1.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,24,49,early,6.488299977966022e-10,4134508765980.343,low_dispersion,1,0.99999999999924,4.0,0.0,4.0,1.0,1.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,25,50,early,3.33430572300273e-10,3486337565313.585,low_dispersion,1,0.999999999999819,4.0,0.0,4.0,1.0,1.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,26,51,early,1.621999655217301e-10,3495637275850.4995,low_dispersion,1,0.9999999999966747,4.0,0.0,4.0,1.0,1.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,27,52,early,8.336347252516791e-11,3277347756340.165,low_dispersion,1,0.999999999982304,3.0,0.5,2.0,0.6666666666666666,0.5,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,28,53,early,4.0550932987775925e-11,2774866052073.275,low_dispersion,1,0.999999998042606,4.0,0.0,4.0,1.0,1.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,29,54,early,2.0840139369849237e-11,2471379778677.7104,low_dispersion,1,0.9999999893909651,4.0,0.0,4.0,1.0,1.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,30,55,early,1.0137615537605649e-11,1061332396862.9545,low_dispersion,1,0.9999999444135069,5.0,0.5,4.0,0.8,0.5,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,31,56,early,5.210125932561598e-12,763097000402.5065,low_dispersion,1,0.9999983175403717,3.0,0.5,2.0,0.6666666666666666,0.5,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,32,57,early,2.5344185975427776e-12,407015358481.84094,low_dispersion,1,0.9999995627136709,7.0,1.0,5.0,0.7142857142857143,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,33,58,early,1.3025200965487978e-12,346645971023.37494,low_dispersion,1,0.9999858098855808,10.0,1.0,8.0,0.8,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,34,59,early,6.336028101674112e-13,203571808472.60754,low_dispersion,1,0.9999999999999725,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,35,60,early,3.2563144743009345e-13,205715254122.18842,low_dispersion,1,0.9999999999999983,7.0,1.0,5.0,0.7142857142857143,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,36,61,early,1.584009324268441e-13,198290316681.56863,low_dispersion,1,0.9999999999999998,7.0,0.5,6.0,0.8571428571428571,0.5,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,37,62,early,8.140768393568905e-14,177148943064.6891,low_dispersion,1,0.9999999999935449,2.0,0.0,2.0,1.0,1.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,38,63,early,3.9600204355145487e-14,112025539220.90071,low_dispersion,1,0.9999999999995071,7.0,0.5,6.0,0.8571428571428571,0.5,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,39,64,early,2.0351943217542922e-14,112575632085.77237,low_dispersion,1,0.9999999999418024,2.0,0.5,1.0,0.5,0.5,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,40,65,early,9.900054681898527e-15,58545917909.40054,low_dispersion,1,0.9999999992700307,2.0,0.0,2.0,1.0,1.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,41,66,early,5.0879830219190285e-15,56230167536.27459,low_dispersion,1,0.9999999995076579,2.0,0.0,2.0,1.0,1.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,42,67,early,2.4750132200944876e-15,29231953438.881935,low_dispersion,1,0.9999999921699871,2.0,0.0,2.0,1.0,1.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,43,68,early,1.2719961017358928e-15,24839448487.99771,low_dispersion,1,0.9999999732138846,2.0,0.5,1.0,0.5,0.5,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,44,69,early,6.187533600428299e-16,11501191850.394909,low_dispersion,1,0.9999999977739837,3.0,0.5,2.0,0.6666666666666666,0.5,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,45,70,early,3.179989816322176e-16,8768910883.375235,low_dispersion,1,0.9999998224518206,3.0,0.5,2.0,0.6666666666666666,0.5,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,46,71,early,1.5468833318524717e-16,6733107045.442997,low_dispersion,1,0.9999999952414891,4.0,0.5,3.0,0.75,0.5,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,47,72,early,7.949975106732169e-17,5419506282.945384,low_dispersion,1,0.9999955099483756,7.0,1.0,5.0,0.7142857142857143,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,48,73,middle,3.867208451769388e-17,5903553376.6572895,low_dispersion,1,0.9999451427289111,8.0,1.0,6.0,0.75,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,49,74,middle,1.9874937366682613e-17,4621744354.790981,low_dispersion,1,0.9999919635463149,9.0,1.0,7.0,0.7777777777777778,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,50,75,middle,9.668021112144628e-18,2666587976.507795,low_dispersion,1,0.9999681063174782,10.0,1.0,8.0,0.8,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,51,76,middle,4.968734518619295e-18,2006895505.2550037,low_dispersion,1,0.9999999999999984,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,52,77,middle,2.4170053597298563e-18,1157969746.6791825,low_dispersion,1,0.9999999999999974,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,53,78,middle,1.2421836621049368e-18,1139439121.5830386,low_dispersion,1,0.9999999999999956,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,54,79,middle,6.042513850901552e-19,548780367.5582587,low_dispersion,1,0.9999999999999918,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,55,80,middle,3.105459372162118e-19,776071355.1158354,low_dispersion,1,0.9999999999999802,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,56,81,middle,1.5106284790626053e-19,734116486.350697,low_dispersion,1,0.9999999999999638,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,57,82,middle,7.76364856988014e-20,810075906.3694059,low_dispersion,1,0.9999999999999296,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,58,83,middle,3.7765704335964434e-20,661717302.5227004,low_dispersion,1,0.9999999999998561,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,59,84,middle,1.9409119607277174e-20,585949365.0436356,low_dispersion,1,0.9999999999997347,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,60,85,middle,9.441424241748442e-21,259452943.0398302,low_dispersion,1,0.9999999999994953,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,61,86,middle,4.852281180504526e-21,185768321.53927484,low_dispersion,1,0.9999999999990301,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,62,87,middle,2.360357142047744e-21,127425587.81192271,low_dispersion,1,0.9999999999981999,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,63,88,middle,1.2130713767931169e-21,103771276.30711156,low_dispersion,1,0.999999999996785,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,64,89,middle,5.900892125523841e-22,48115837.76742321,low_dispersion,1,0.9999999999938469,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,65,90,middle,3.032677183332111e-22,62308880.470932566,low_dispersion,1,0.9999999999931589,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,66,91,middle,1.4752165024599855e-22,21297188.453661647,low_dispersion,1,0.9999999999836985,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,67,92,middle,7.581664041469776e-23,20639879.228747934,low_dispersion,1,0.9999999999809142,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,68,93,middle,3.688012750435935e-23,23047886.174820814,low_dispersion,1,0.9999999999367283,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,69,94,middle,1.895406684900116e-23,12428853.292766998,low_dispersion,1,0.9999999998746201,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,70,95,middle,9.219928169373955e-24,7333950.842955415,low_dispersion,1,0.9999999996977655,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,71,96,middle,4.738503935166461e-24,6459770.262410488,low_dispersion,1,0.9999999994246297,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,72,97,middle,2.304970295085497e-24,2704829.5079692043,low_dispersion,1,0.999999998456834,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,73,98,middle,1.1846109304569785e-24,2660654.3486377015,low_dispersion,1,0.9999999969487384,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,74,99,middle,5.762306494047607e-25,1473040.9903496765,low_dispersion,1,0.9999999915935438,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,75,100,middle,2.9614205154567824e-25,1442951.564899504,low_dispersion,1,0.999999981784676,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,76,101,middle,1.4406370922080936e-25,965309.9498657748,low_dispersion,1,0.9999999619770787,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,77,102,middle,7.404155975601191e-26,607759.7318226118,low_dispersion,1,0.9999999238699958,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,78,103,middle,3.60219741749796e-26,343031.53820404556,low_dispersion,1,0.9999998875316721,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,79,104,middle,1.851612632922419e-26,352798.21169165906,low_dispersion,1,0.9999997678266669,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,80,105,middle,9.007047604128107e-27,167094.56285757865,low_dispersion,1,0.9999996331568671,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,81,106,middle,4.63043109270651e-27,173176.86125421332,low_dispersion,1,0.999999198408524,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
0.05,0.05,0.07500000000000001,mixed,mixed_q_1_5_gamma_0_5,смешанная память и стационаризация,82,107,middle,2.251069556730581e-27,132459.6068098522,low_dispersion,1,0.9999984630436815,11.0,1.0,9.0,0.8181818181818182,0.0,0.0,0.0
